epoch,acc,loss,val_acc,val_loss
0,0.55,0.971170213819,0.5625,1.30192959309
1,0.7125,0.533426737785,0.625,0.857322990894
2,0.6875,0.63807682395,0.4375,0.872083991766
3,0.5875,0.748526149988,0.5625,0.694231182337
4,0.6625,0.621857342124,0.5625,0.733888328075
5,0.75,0.488906434178,0.5625,0.892076283693
6,0.775,0.544026947021,0.5,0.789499729872
7,0.7625,0.544478645921,0.4375,0.988775759935
8,0.675,0.613853365183,0.5,0.975021630526
9,0.8125,0.455735382438,0.5,0.963464170694
