epoch,acc,loss,val_acc,val_loss
0,0.7375,0.54492213726,0.25,1.48647773266
1,0.8125,0.466594710946,0.6875,0.777496993542
2,0.85,0.400217600167,0.4375,0.974988043308
3,0.7875,0.444393116236,0.6875,0.780872374773
4,0.8,0.458245165646,0.5625,0.907686382532
5,0.7625,0.461358588934,0.75,0.617707669735
6,0.7625,0.504168230295,0.8125,0.517802208662
7,0.725,0.530406564474,0.8125,0.405487269163
8,0.7625,0.518965020776,0.6875,0.643442064524
9,0.7625,0.494596141577,0.75,0.526685535908
