epoch,acc,loss,val_acc,val_loss
0,0.6125,0.896064445376,0.125,2.36754560471
1,0.625,0.865068799257,0.5625,1.35634946823
2,0.7125,0.509372936189,0.4375,1.06648927927
3,0.6875,0.575810343027,0.8125,0.675197213888
4,0.775,0.510453316569,0.4375,1.09569916129
5,0.7375,0.581024336815,0.5625,0.904879450798
6,0.7625,0.597652606666,0.625,0.631144464016
7,0.7,0.585375002027,0.375,1.44400382042
8,0.775,0.46836810708,0.625,0.829080104828
9,0.7625,0.595693908632,0.1875,1.19591069221
10,0.7625,0.460662890971,0.5625,1.06875815988
11,0.8375,0.430907297134,0.4375,1.2174358964
12,0.725,0.560504713655,0.25,1.82663279772
13,0.7,0.614070001245,0.625,0.937042415142
14,0.8,0.449783173203,0.5625,0.857807919383
15,0.7625,0.432226391137,0.625,0.974310904741
16,0.7375,0.559317569435,0.875,0.419553905725
17,0.725,0.545931065083,0.5,0.63953346014
18,0.6625,0.587010639906,0.625,0.650662600994
19,0.7375,0.534811779857,0.875,0.414160951972
20,0.775,0.520849061012,0.8125,0.443611115217
21,0.75,0.504202455282,0.875,0.391321480274
22,0.8375,0.483275130391,0.8125,0.505020469427
23,0.7625,0.510694232583,0.8125,0.522273167968
24,0.7375,0.466773188114,0.625,0.657222419977
25,0.75,0.445600470901,0.5625,0.641494840384
26,0.7875,0.455423331261,0.6875,0.649422466755
27,0.425,1.16089687943,0.5625,1.56938064098
28,0.4625,0.931482776999,0.375,0.804393291473
29,0.5,0.780807334185,0.5,0.876013278961
30,0.5375,0.668029922247,0.6875,0.691849052906
31,0.6625,0.60231410265,0.4375,0.721415251493
32,0.4375,0.737374585867,0.3125,0.734930723906
33,0.7125,0.635837733746,0.3125,0.801838606596
34,0.725,0.602582067251,0.5,0.756920695305
35,0.7625,0.583582502604,0.6875,0.634232997894
36,0.6875,0.629459565878,0.5,0.765759050846
37,0.775,0.577704641223,0.4375,0.828396528959
38,0.725,0.591023337841,0.75,0.607123762369
39,0.825,0.543618768454,0.5625,0.69957497716
40,0.7875,0.564819669724,0.75,0.494624167681
41,0.8125,0.501243439317,0.4375,0.833115577698
42,0.7875,0.505109813809,0.75,0.47290199995
43,0.7,0.547972500324,0.75,0.5940721035
44,0.7375,0.562852939963,0.6875,0.531500786543
45,0.8375,0.50409013927,0.5625,0.608928024769
46,0.775,0.55907741189,0.75,0.57373508811
47,0.825,0.474040317535,0.875,0.495268374681
48,0.8,0.482170796394,0.625,0.561710879207
49,0.7625,0.515420675278,0.75,0.604691237211
50,0.8125,0.503349035978,0.625,0.648983031511
51,0.655,0.687006051242,0.46875,0.87109888792
52,0.76875,0.509694766402,0.68125,0.6037956357
53,0.75375,0.51313852787,0.7125,0.552363820374
54,0.75375,0.507999983281,0.7,0.588478659093
55,0.7475,0.50102328673,0.725,0.562187185884
56,0.78875,0.491688272208,0.6625,0.586483028531
57,0.75625,0.509946806282,0.71875,0.554751782119
58,0.755,0.50471531108,0.65625,0.644007267058
59,0.7625,0.481348632425,0.6375,0.714062787592
60,0.76875,0.499438156486,0.69375,0.586261137575
61,0.78,0.480618395507,0.75625,0.540416036546
62,0.77625,0.500580540746,0.70625,0.602649515867
63,0.77875,0.493071590364,0.75,0.56315092966
64,0.765,0.501605749428,0.76875,0.550051532686
65,0.785,0.474454221427,0.74375,0.514071366191
66,0.77625,0.485032241791,0.76875,0.504042819142
67,0.76625,0.487343936712,0.7,0.585966429859
68,0.75875,0.510102769136,0.7,0.584510679543
